alpha,beta,energy_kWh,discomfort_Kh,runtime_sec
0.0001,1.0,5.40401102537549,168.18906557379563,9.288088321685791
0.0001,10.0,9.9062649292933,33.09925251793527,8.810671091079712
0.0001,100.0,10.797284426262308,6.13592788322768,8.719420671463013
0.0001,500.0,-509.3362157242193,171.8440803471986,9.11655044555664
0.0001,1000.0,-569.8419387432344,174.43594186718735,8.909383296966553
