test_case,tdis_tot,idis_tot,ener_tot,cost_tot,emis_tot,pele_tot,pgas_tot,pdih_tot,time_rat
bestest_air,0.0,0,0.0,0.0,0.0,0.0,0.0,,1.6983615027533638e-05
bestest_hydronic_heat_pump,6.568233296545251,0,0.11062645384073776,0.02804380604862702,0.018474617791403206,0.018776146702455383,,,1.0420066722925159e-05
